pmid,title,abstract,journal,year,authors,mesh_terms,keywords,relevance_score
32237023,Isoniazid-phytochemical conjugation: A new approach for potent and less toxic anti-TB drug development.,"Mycobacterium tuberculosis (Mtb) causes one of the most grievous pandemic infectious diseases, tuberculosis (TB), with long-term morbidity and high mortality. The emergence of drug-resistant Mtb strains, and the co-infection with human immunodeficiency virus, challenges the current WHO-TB stewardship programs. The first-line anti-TB drugs, isoniazid (INH) and rifampicin (RIF), have become extensively obsolete in TB control from chromosomal mutations during the last decades. However, based on clinical trial statistics, the production of well-tolerated anti-TB drug(s) is miserably low. Alternately, semi-synthesis or structural modifications of first-line obsolete antitubercular drugs remain as the versatile approach for getting some potential medicines. The use of any suitable phytochemicals with INH in a hybrid formulation could be an ideal approach for the development of potent anti-TB drug(s). The primary objective of this review was to highlight and analyze available INH-phytochemical hybrid research works. The utilization of phytochemicals through chemical conjugation is a new trend toward the development of safer/non-toxic anti-TB drugs.",Chemical biology & drug design,2020,Shasank S Swain; Sudhir K Paidesetty; Rabindra N Padhy; Tahziba Hussain,"['Antitubercular Agents', 'Benzaldehydes', 'Drug Development', 'Glycosides', 'Humans', 'Indoles', 'Isoniazid', 'Molecular Structure', 'Mycobacterium tuberculosis', 'Naphthoquinones', 'Phytochemicals', 'Steroids', 'Structure-Activity Relationship', 'Terpenes', 'Tuberculosis', 'Tuberculosis, Multidrug-Resistant']","['Mycobacterium tuberculosis', 'INH-phytochemical hybrid', 'co-infection with human immunodeficiency virus', 'first-line anti-TB drugs']",2
41009848,Assessment of Antimicrobial Resistance and Virulence of Biofilm-Forming Uropathogenic ,,"Antibiotics (Basel, Switzerland)",2025,Maria Clara F Oliveira; Anna Luiza B Canellas; Lidiane C Berbert; Alexander M Cardoso; Vitoria A Silva; Samantha S T Garutti; Débora Hosana F Rangel; Rubens Clayton S Dias; Jamila Alessandra Perini; Claudia R V M Souza; Thiago P G Chagas; Marinella S Laport; Flávia Lúcia P C Pellegrino,[],"['antimicrobial resistance', 'biofilm', 'urinary tract infection', 'uropathogenic Escherichia coli', 'virulence']",2
41006994,Real-World Utility of the Host-Response MeMed BV Test in a Pediatric Emergency Department: A Non-Randomized Study with Optimized Antimicrobial and Diagnostic Stewardship.,,"Children (Basel, Switzerland)",2025,Panagiota Diamantopoulou; Sofia Karagiannidou; Chrysanthi-Eleni Loizou; Vassiliki Papaevangelou; Garyfallia Syridou,[],"['antibiotic stewardship', 'bacterial', 'pediatric emergency department', 'rapid host protein test', 'viral']",2
40928227,Distribution and molecular characterization of integron classes from ,"The environmental pollution from the misuse of antimicrobial drugs is fueling selection pressure in bacteria, thereby exacerbating the threat to global health. In Iraq, the situation is made worse by the poor implementation of the World Health Organization's Global Antimicrobial Resistance and Use Surveillance System (WHO-GLASS). Consequently, this study aimed to increase surveillance of the spread of antimicrobial resistance in Sulaymaniyah, Iraq. A total of 296 ",Microbiology spectrum,2025,Taib Ahmed Hama Soor,"['Integrons', 'Klebsiella pneumoniae', 'Iraq', 'Escherichia coli', 'Humans', 'Anti-Bacterial Agents', 'Animals', 'Integrases', 'Klebsiella Infections', 'Escherichia coli Infections', 'Microbial Sensitivity Tests', 'Drug Resistance, Multiple, Bacterial', 'beta-Lactamases', 'Poultry', 'Drug Resistance, Bacterial', 'Bacterial Proteins']","['Enterobacteriaceae', 'antibiotic resistance genes', 'environmental pollution', 'integron']",2
40776806,"Feline enteropathogens and molecular diagnostics: benefits, limitations and clinical applications.","Practical relevanceFeline enteric disease is a commonly encountered presentation in clinical practice. Interpretation of the clinical relevance of enteropathogens is often misunderstood and can lead to inappropriate case management or overtreatment.Clinical challengesThe approaches to enteric disease, and the enteropathogens responsible, have proven to be an ever-emerging and challenging area within feline medicine. There are often many difficulties regarding diagnosis, interpretation of results and indications to treat. It is important to understand the aetiopathogenesis of disease, population predispositions and the principles underlying diagnostic testing, including its benefits and limitations, to appropriately manage these cases in clinical practice. Diagnostic testing and treatment should be carried out in a targeted manner only where indicated to do so.Evidence baseThis review provides extensive summaries of the most pertinent feline enteropathogens and diagnostic methods available, as well as their limitations, with a particular focus on molecular testing. The authors have provided their substantiated opinion on how best to approach these cases.Global importanceAn enhanced understanding of feline enteric disease is required not only for improved management of these veterinary patients but also particularly relates to the critical topic of antibiotic stewardship and judicious use of antibiotics, which form the mainstay of treatment for many enteropathogens, but are often used inappropriately in healthy cats testing positive for organisms that are not implicated in enteric disease.AudienceThe target audience for this review encompasses general and specialist practitioners, alongside researchers within this field.",Journal of feline medicine and surgery,2025,Giulia Cattaneo; Katie E McCallum,"['Animals', 'Cats', 'Cat Diseases', 'Anti-Bacterial Agents']","['Enteropathogens', 'PCR', 'intestinal disease', 'molecular diagnostics', 'molecular testing']",2
39382853,Microbiota restoration for recurrent Clostridioides difficile infection.,"Since the publication of the recent North American and European guidelines on management of Clostridioides difficile infection (CDI), new evidence describing the epidemiology, testing and treatment of CDI has emerged. Despite all advances in infection control and antibiotic stewardship, the incidence and burden of CDI in the hospitals and the community remains at a stable high. Coupled with the incidence of primary CDI, there is a stable high incidence of recurrent CDI. Testing for primary and recurrent CDI remains a clinical challenge owing to high sensitivity of the PCR (leading to false positives) and somewhat limited sensitivity of EIA for toxin. The pathophysiology of recurrent CDI involves an ongoing disruption of the microbiota owing to the infection and the treatment of CDI employed. Broad spectrum antibiotics such as vancomycin leads to further disruption of microbiota compared to fidaxomicin which has a lower disruption of the microbiota and leads to fewer recurrences. Owing to these data fidaxomicin is considered as the first line antibiotic for recurrent CDI. Intravenous bezlotoxumab is a monoclonal antibody that reduces the risk of recurrence in high-risk patients but does not restore the microbiota. Experimental fecal microbiota transplantation (FMT) has been available for more than a decade. Owing to the success of FMT, two new non-invasive donor dependent Food and Drug Administration (FDA) approved therapies have been available since late 2022. This review summarizes all these conundrums regarding CDI and provides clinical pearls to use in day-to-day practice.",Panminerva medica,2024,Sahil Khanna,"['Humans', 'Clostridium Infections', 'Fecal Microbiota Transplantation', 'Clostridioides difficile', 'Recurrence', 'Anti-Bacterial Agents', 'Gastrointestinal Microbiome', 'Fidaxomicin', 'Treatment Outcome', 'Broadly Neutralizing Antibodies', 'Antibodies, Monoclonal']",[],2
39381457,Carbapenemase-Producing Escherichia coli: Comparison of a Novel Rapid Lateral Flow Assay With the Polymerase Chain Reaction (PCR) and Antimicrobial Resistance Pattern.,"Background In critically ill patients, carbapenems are often used as the last line of treatment. Carbapenem-resistant ",Cureus,2024,Sharon Christina; Raveendran Praveena; Mymoonah Risha Shahul; Chitralekha Saikumar,[],"['antimicrobial resistance', 'carbapenemase-producing escherichia coli', 'knivo detection k-set', 'lateral flow assay', 'pcr']",2
39298361,Validation of short culture method for rapid bacterial identification of blood cultures via matrix-assisted laser desorption/ionization time-of-flight mass spectrometry.,Development of rapid bacterial identification from blood cultures has been an area of intense study in diagnostic microbiology. Shortened turnaround time coupled with antimicrobial stewardship interventions have been shown to improve patient outcomes and decrease healthcare-associated costs.,The Journal of antimicrobial chemotherapy,2024,Eric C Fitts; E Alexander Dent; Eileen M Burd,"['Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Humans', 'Blood Culture', 'Prospective Studies', 'Bacteremia', 'Time Factors', 'Gram-Negative Bacteria', 'Gram-Positive Bacteria', 'Bacteria', 'Bacteriological Techniques']",[],2
39296834,"Urinary tract infection among people living with human immunodeficiency virus attending selected hospitals in Addis Ababa and Adama, central Ethiopia.","Urinary tract infections (UTIs) and antibacterial resistance (ABR) are important public health problems, but they are not well-studied among people living with human immunodeficiency virus (PLHIV) globally, especially in low-income countries. Therefore, it is important to regularly measure the extent of UTIs and ABR in the most susceptible populations. This study aimed to investigate the prevalence of UTIs, associated factors, bacterial causal agents, and their antibiotic susceptibility profile among PLHIV in central Ethiopia.",Frontiers in public health,2024,Ketema Bizuwork Gebremedhin; Engida Yisma; Haile Alemayehu; Girmay Medhin; Girma Belay; Shubhada Bopegamage; Wondwosson Amogne; Tadesse Eguale,"['Humans', 'Ethiopia', 'HIV Infections', 'Urinary Tract Infections', 'Male', 'Cross-Sectional Studies', 'Female', 'Adult', 'Prevalence', 'Middle Aged', 'Anti-Bacterial Agents', 'Microbial Sensitivity Tests', 'Adolescent', 'Risk Factors', 'Hospitals', 'Young Adult', 'Drug Resistance, Bacterial']","['Ethiopia', 'antibacterial resistance', 'bacterial uropathogens', 'human immunodeficiency virus (HIV)', 'urinary tract infections (UTIs)']",2
32213042,Antimicrobial therapy of 3 days or less is sufficient after successful ERCP for acute cholangitis.,Recommendations for the duration of antimicrobial therapy in cholangitis after successful endoscopic biliary drainage vary. The aim of this study was to compare the occurrence of local infectious complications in patients with acute cholangitis treated with antibiotics for 3 days or less compared with 4 days or more.,United European gastroenterology journal,2020,Sylke Haal; Britt Ten Böhmer; Sebastiaan Balkema; Annekatrien Ctm Depla; Paul Fockens; Jeroen M Jansen; Sjoerd D Kuiken; Boris I Liberov; Ellert van Soest; Jeanin E van Hooft; Elske Sieswerda; Rogier P Voermans,"['Acute Disease', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Antibiotic Prophylaxis', 'Cholangiopancreatography, Endoscopic Retrograde', 'Cholangitis', 'Choledocholithiasis', 'Clostridioides difficile', 'Clostridium Infections', 'Common Bile Duct', 'Drainage', 'Female', 'Follow-Up Studies', 'Hospital Mortality', 'Humans', 'Length of Stay', 'Male', 'Middle Aged', 'Netherlands', 'Retrospective Studies', 'Surgical Wound Infection', 'Time Factors']","['Acute cholangitis', 'antimicrobial stewardship', 'treatment duration']",2
32172259,Effectiveness of procalcitonin-guided antibiotic therapy to shorten treatment duration in critically-ill patients with bloodstream infections: a systematic review and meta-analysis.,"Evaluation of serum procalcitonin (PCT) levels has been suggested for diagnosis of infection, precise medical decision making and guidance for prescribing antibiotics in critically-ill patients. The aim of this study was to assess the effectiveness of PCT to shorten antibiotic treatment in critically-ill patients with bloodstream infections. Furthermore, the mortality and ICU length of stay (LOS) in such patients were secondary outcomes. Medline/PubMed, EMBASE, Scopus and Cochrane Databases were searched from January 1, 2007 to September 1, 2018. Randomized controlled trials (RCTs) on using PCT to guide antibiotic therapy compared with routine treatments for administration of antibiotics in critically-ill adult patients published in English were included. Two reviewers assessed the methodology of the studies included and extracted their data using the CONSORT checklist. Inverse-variance weighting and fixed and random effects meta-analyses were performed using the length of antibiotic treatment, LOS in an intensive care unit (ICU) and all-cause mortality. No significant reduction was found in the length of antibiotic treatment: although the cut-off point of 0.25<PCT<0.5ng/mL resulted in the reduced length of antibiotic treatment, this effect was not significant. Moreover, there was no significant reduction in ICU LOS and mortality. The analysis showed the effectiveness of the PCT cut-off level of 0.25<PCT<0.5ng/mL in decreasing the length of antibiotic treatment and ICU LOS, although this effect was not significant. Further studies are required to evaluate the results of this study on patients with recurrent infections, super-infections and also multidrug-resistant infections.",Le infezioni in medicina,2020,Mahmoud Robati Anaraki; Masoud Nouri-Vaskeh; Shahram Abdoli Oskouie,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Bacteremia', 'Biomarkers', 'Cause of Death', 'Critical Illness', 'Humans', 'Intensive Care Units', 'Length of Stay', 'Procalcitonin', 'Time Factors']",[],2
