study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_0083,21676120,Application of antimicrobial stewardship to optimise management of community acquired pneumonia.,2025-10-13T10:03:42.812985,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0084,21679144,How could we reduce antibiotic use in critically ill patients?,2025-10-13T10:03:42.813255,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0085,22495196,[Proper antibiotic therapy. From penicillin to pharmacogenomic].,2025-10-13T10:03:42.813441,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0086,23801418,Ceftaroline fosamil: a review of its use in the treatment of complicated skin and soft tissue infections and community-acquired pneumonia.,2025-10-13T10:03:42.813546,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Not original research']
STUDY_0087,40001376,State of the Art of Antimicrobial and Diagnostic Stewardship in Pediatric Setting.,2025-10-13T10:03:42.813652,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Pediatric population', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0088,40227352,Management of Carbapenem Resistant Gram-Negative Infections.,2025-10-13T10:03:42.813758,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Not original research']"
STUDY_0089,40666138,Uniting disciplines against antimicrobial resistance (AMR): highlights from a multidisciplinary inaugural AMR summit.,2025-10-13T10:03:42.813863,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_0090,40049189,Antimicrobials in serious illness and end-of-life care: lifting the veil of silence.,2025-10-13T10:03:42.814000,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_0091,40001364,The Impact of Rapid Molecular Diagnostics for Influenza on Antibiotic Stewardship in the Emergency Department-An Observational Retrospective Study.,2025-10-13T10:03:42.814510,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_0092,24684125,The Lebanese Society for Infectious Diseases and Clinical Microbiology (LSIDCM) guidelines for adult community-acquired pneumonia (Cap) in Lebanon.,2025-10-13T10:03:42.814700,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0093,40177170,Role of Antimicrobial Stewardship in Modulating Antibiotic Use and Mitigating Bacterial Resistance in a Tertiary Care Setting During COVID-19.,2025-10-13T10:03:42.814867,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0094,23254432,A trial of discontinuation of empiric vancomycin therapy in patients with suspected methicillin-resistant Staphylococcus aureus health care-associated pneumonia.,2025-10-13T10:03:42.815009,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0095,40547325,Bacteriological Spectrum and Drug Resistance Among Patients Associated With Bloodstream Infection in Intensive Care Units in the Affiliated Hospital of Jiaxing University From 2021 to 2023.,2025-10-13T10:03:42.815245,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0096,25011604,Antibiotic rotation strategies to reduce antimicrobial resistance in Gram-negative bacteria in European intensive care units: study protocol for a cluster-randomized crossover controlled trial.,2025-10-13T10:03:42.815374,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0097,27569710,Impact of MALDI-TOF-MS-based identification directly from positive blood cultures on patient management: a controlled clinical trial.,2025-10-13T10:03:42.815522,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0098,34021897,C-reactive protein and procalcitonin for antimicrobial stewardship in COVID-19.,2025-10-13T10:03:42.815642,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0099,40226097,Seasonal variations and the COVID-19 pandemic: impact on antimicrobial stewardship and antibiotic prescribing in a UK secondary care setting to combat antimicrobial resistance-a pilot study.,2025-10-13T10:03:42.815759,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Outpatient or long-term care setting', 'Not original research']"
STUDY_0100,40490197,Effect of an educational antimicrobial stewardship programme on antibiotic prescriptions' appropriateness in three medical units of a large university hospital: an interrupted time series analysis.,2025-10-13T10:03:42.815979,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0101,38626111,An agent-based model on antimicrobial de-escalation in intensive care units: Implications on clinical trial design.,2025-10-13T10:03:42.828323,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0102,38766702,Antimicrobial Stewardship Programs in Neonates: A Meta-Analysis.,2025-10-13T10:03:42.828563,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Pediatric population', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0103,39907301,Guidelines vs mindlines: a qualitative investigation of how clinicians' beliefs influence the application of rapid molecular diagnostics in intensive care.,2025-10-13T10:03:42.828783,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
